Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,Midwest,Wisconsin,Milwaukee,Womens Athletic Footwear,15,75,11250,3375,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Apparel,60,100,60000,30000,0.5,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Apparel,50,225,112500,45000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Street Footwear,60,495,297000,89100,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Athletic Footwear,40,200,80000,28000,0.35,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Street Footwear,35,175,61250,18375,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Athletic Footwear,35,150,52500,15750,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Apparel,45,175,78750,39375,0.5,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Apparel,50,300,150000,60000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Street Footwear,35,550,192500,57750,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Athletic Footwear,30,300,90000,31500,0.35,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Street Footwear,25,200,50000,15000,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Athletic Footwear,25,175,43750,13125,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Apparel,35,175,61250,30625,0.5,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Apparel,55,325,178750,71500,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Street Footwear,50,550,275000,82500,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Athletic Footwear,45,300,135000,47250,0.35,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Street Footwear,40,225,90000,27000,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Athletic Footwear,40,175,70000,21000,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Apparel,50,200,100000,50000,0.5,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Apparel,55,375,206250,82500,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Street Footwear,50,525,262500,78750,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Athletic Footwear,45,300,135000,47250,0.35,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Street Footwear,40,225,90000,27000,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Athletic Footwear,40,200,80000,24000,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Apparel,50,175,87500,43750,0.5,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Apparel,55,350,192500,77000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Street Footwear,35,475,166250,49875,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Athletic Footwear,30,250,75000,26250,0.35,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Street Footwear,25,150,37500,11250,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Athletic Footwear,25,125,31250,9375,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Apparel,35,125,43750,21875,0.5,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Apparel,40,200,80000,32000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Street Footwear,45,375,168750,50625,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Athletic Footwear,35,225,78750,27563,0.35,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Street Footwear,35,125,43750,13125,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Athletic Footwear,35,125,43750,13125,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Apparel,45,125,56250,28125,0.5,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Apparel,50,250,125000,50000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Street Footwear,45,400,180000,54000,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Athletic Footwear,35,300,105000,36750,0.35,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Street Footwear,35,245,85750,25725,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Athletic Footwear,35,225,78750,23625,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Apparel,60,200,120000,60000,0.5,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Apparel,65,300,195000,78000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Street Footwear,60,550,330000,99000,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Athletic Footwear,50,350,175000,61250,0.35,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Street Footwear,50,300,150000,45000,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Athletic Footwear,50,250,125000,37500,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Apparel,60,250,150000,75000,0.5,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Apparel,65,350,227500,91000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Street Footwear,35,500,175000,70000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Athletic Footwear,35,300,105000,42000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Street Footwear,25,300,75000,26250,0.35,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Athletic Footwear,30,150,45000,15750,0.35,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Apparel,45,200,90000,27000,0.3,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Apparel,35,300,105000,42000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Street Footwear,35,550,192500,77000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Mens Athletic Footwear,35,200,70000,28000,0.4,inStore
West Gear,Midwest,Wisconsin,Milwaukee,Womens Street Footwear,25,250,62500,21875,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,30,125,37500,13125,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,45,200,90000,27000,0.3,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,20,300,60000,24000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,25,520,130000,52000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,25,225,56250,22500,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,15,275,41250,14438,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,20,125,25000,8750,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,35,175,61250,18375,0.3,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,25,275,68750,27500,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,25,500,125000,50000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,25,200,50000,20000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,15,200,30000,10500,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,20,125,25000,8750,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,65,150,97500,29250,0.3,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,50,275,137500,55000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,60,545,327000,130800,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,40,250,100000,40000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,35,225,78750,27563,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,35,175,61250,21438,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,45,200,90000,27000,0.3,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,55,325,178750,71500,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,40,575,230000,92000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,35,325,113750,45500,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,30,200,60000,21000,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,30,175,52500,18375,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,40,175,70000,21000,0.3,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,60,325,195000,78000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,55,550,302500,121000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,50,300,150000,60000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,45,225,101250,35438,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,45,175,78750,27563,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,55,200,110000,33000,0.3,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,60,375,225000,90000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,50,525,262500,105000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,45,300,135000,54000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,40,225,90000,31500,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,40,200,80000,28000,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,50,175,87500,26250,0.3,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,55,350,192500,77000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,35,475,166250,66500,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,30,275,82500,33000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,25,175,43750,15313,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,25,150,37500,13125,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,35,150,52500,15750,0.3,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,40,225,90000,36000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,45,400,180000,72000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,35,250,87500,35000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,35,150,52500,18375,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,35,150,52500,18375,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,45,150,67500,20250,0.3,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,50,275,137500,55000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,45,425,191250,76500,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,35,325,113750,45500,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,35,270,94500,33075,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,35,275,96250,33688,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,60,250,150000,45000,0.3,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,65,350,227500,91000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,60,600,360000,144000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,50,400,200000,80000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,50,350,175000,61250,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,50,300,150000,52500,0.35,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,60,300,180000,54000,0.3,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,65,400,260000,104000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,35,500,175000,70000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,35,300,105000,42000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,25,300,75000,30000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Athletic Footwear,30,150,45000,18000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Apparel,45,200,90000,36000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Apparel,35,300,105000,42000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Street Footwear,35,550,192500,77000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Mens Athletic Footwear,40,200,80000,32000,0.4,inStore
West Gear,Midwest,Indiana,Indianapolis,Womens Street Footwear,30,300,90000,36000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Athletic Footwear,35,175,61250,24500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Apparel,50,250,125000,50000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Apparel,25,350,87500,35000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Street Footwear,30,570,171000,68400,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Athletic Footwear,30,275,82500,33000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Street Footwear,20,325,65000,26000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Athletic Footwear,25,175,43750,17500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Apparel,40,225,90000,36000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Apparel,30,325,97500,39000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Street Footwear,30,550,165000,66000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Athletic Footwear,30,250,75000,30000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Street Footwear,20,250,50000,20000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Athletic Footwear,25,175,43750,17500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Apparel,65,200,130000,52000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Apparel,50,325,162500,65000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Street Footwear,60,595,357000,142800,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Athletic Footwear,40,300,120000,48000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Street Footwear,35,275,96250,38500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Athletic Footwear,35,200,70000,28000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Apparel,45,225,101250,40500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Apparel,55,350,192500,77000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Street Footwear,45,600,270000,108000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Athletic Footwear,40,425,170000,68000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Street Footwear,35,300,105000,42000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Athletic Footwear,35,275,96250,38500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Apparel,45,275,123750,49500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Apparel,65,425,276250,110500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Street Footwear,60,650,390000,156000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Athletic Footwear,55,400,220000,88000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Street Footwear,50,325,162500,65000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Athletic Footwear,50,275,137500,55000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Apparel,60,300,180000,72000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Apparel,65,475,308750,123500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Street Footwear,50,525,262500,105000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Athletic Footwear,45,300,135000,54000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Street Footwear,40,300,120000,48000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Athletic Footwear,40,275,110000,44000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Apparel,50,250,125000,50000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Apparel,55,425,233750,93500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Street Footwear,35,550,192500,77000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Athletic Footwear,30,350,105000,42000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Street Footwear,25,250,62500,25000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Athletic Footwear,25,225,56250,22500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Apparel,35,225,78750,31500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Apparel,40,300,120000,48000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Street Footwear,45,425,191250,76500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Athletic Footwear,35,275,96250,38500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Street Footwear,35,175,61250,24500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Athletic Footwear,35,175,61250,24500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Apparel,45,175,78750,31500,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Womens Apparel,50,300,150000,60000,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Mens Street Footwear,45,450,202500,81000,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Mens Athletic Footwear,35,350,122500,49000,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Womens Street Footwear,35,295,103250,41300,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Womens Athletic Footwear,40,325,130000,52000,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Mens Apparel,65,300,195000,78000,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Womens Apparel,70,400,280000,112000,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Mens Street Footwear,65,650,422500,169000,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Mens Athletic Footwear,55,450,247500,99000,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Street Footwear,55,400,220000,88000,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Womens Athletic Footwear,55,350,192500,77000,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Mens Apparel,65,350,227500,91000,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Womens Apparel,70,450,315000,126000,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Mens Street Footwear,35,425,148750,59500,0.4,inStore
Foot Locker,Northeast,West Virginia,Charleston,Mens Athletic Footwear,35,225,78750,27563,0.35,inStore
Foot Locker,Northeast,West Virginia,Charleston,Womens Street Footwear,25,225,56250,19688,0.35,inStore
Foot Locker,Northeast,West Virginia,Charleston,Womens Athletic Footwear,30,75,22500,7875,0.35,inStore
Foot Locker,Northeast,West Virginia,Charleston,Mens Apparel,45,125,56250,16875,0.3,inStore
Foot Locker,Northeast,West Virginia,Charleston,Womens Apparel,35,225,78750,23625,0.3,inStore
Foot Locker,Northeast,West Virginia,Charleston,Mens Street Footwear,35,475,166250,66500,0.4,inStore
West Gear,Northeast,West Virginia,Charleston,Mens Athletic Footwear,35,125,43750,15313,0.35,inStore
West Gear,Northeast,West Virginia,Charleston,Womens Street Footwear,25,175,43750,15313,0.35,inStore
West Gear,Northeast,Maryland,Baltimore,Womens Athletic Footwear,30,50,15000,5250,0.35,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Apparel,45,125,56250,16875,0.3,inStore
West Gear,Northeast,Maryland,Baltimore,Womens Apparel,35,225,78750,23625,0.3,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Street Footwear,35,445,155750,62300,0.4,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Athletic Footwear,35,150,52500,18375,0.35,inStore
West Gear,Northeast,Maryland,Baltimore,Womens Street Footwear,25,175,43750,15313,0.35,inStore
West Gear,Northeast,Maryland,Baltimore,Womens Athletic Footwear,30,25,7500,2625,0.35,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Apparel,45,75,33750,10125,0.3,inStore
West Gear,Northeast,Maryland,Baltimore,Womens Apparel,35,175,61250,18375,0.3,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Street Footwear,35,425,148750,59500,0.4,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Athletic Footwear,35,125,43750,15313,0.35,inStore
West Gear,Northeast,Maryland,Baltimore,Womens Street Footwear,25,125,31250,10938,0.35,inStore
West Gear,Northeast,Maryland,Baltimore,Womens Athletic Footwear,30,50,15000,5250,0.35,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Apparel,45,50,22500,6750,0.3,inStore
West Gear,Northeast,Maryland,Baltimore,Womens Apparel,35,200,70000,21000,0.3,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Street Footwear,50,470,235000,94000,0.4,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Athletic Footwear,45,175,78750,27563,0.35,inStore
West Gear,Northeast,Maryland,Baltimore,Womens Street Footwear,40,150,60000,21000,0.35,inStore
West Gear,Northeast,Maryland,Baltimore,Womens Athletic Footwear,40,100,40000,14000,0.35,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Apparel,50,125,62500,18750,0.3,inStore
West Gear,Northeast,Maryland,Baltimore,Womens Apparel,55,250,137500,41250,0.3,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Street Footwear,50,500,250000,100000,0.4,inStore
West Gear,Northeast,Maryland,Baltimore,Mens Athletic Footwear,45,250,112500,39375,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Street Footwear,40,175,70000,24500,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Athletic Footwear,40,150,60000,21000,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Apparel,50,150,75000,22500,0.3,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Apparel,55,300,165000,49500,0.3,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Street Footwear,50,525,262500,105000,0.4,inStore
Sports Direct,Northeast,Maryland,Baltimore,Mens Athletic Footwear,45,275,123750,43313,0.35,inStore
Sports Direct,Northeast,Maryland,Baltimore,Womens Street Footwear,40,200,80000,28000,0.35,inStore
Sports Direct,Northeast,Maryland,Baltimore,Womens Athletic Footwear,40,150,60000,21000,0.35,inStore
Sports Direct,Northeast,Maryland,Baltimore,Mens Apparel,50,175,87500,26250,0.3,inStore
Sports Direct,Northeast,Maryland,Baltimore,Womens Apparel,55,350,192500,57750,0.3,inStore
Sports Direct,Northeast,Maryland,Baltimore,Mens Street Footwear,50,500,250000,100000,0.4,inStore
Sports Direct,Northeast,Maryland,Baltimore,Mens Athletic Footwear,45,275,123750,43313,0.35,inStore
Sports Direct,Northeast,Maryland,Baltimore,Womens Street Footwear,40,200,80000,28000,0.35,inStore
Sports Direct,Northeast,Maryland,Baltimore,Womens Athletic Footwear,40,150,60000,21000,0.35,inStore
Sports Direct,Northeast,Maryland,Baltimore,Mens Apparel,50,125,62500,18750,0.3,inStore
Sports Direct,Northeast,Maryland,Baltimore,Womens Apparel,55,300,165000,49500,0.3,inStore
Sports Direct,Northeast,Maryland,Baltimore,Mens Street Footwear,50,425,212500,85000,0.4,inStore
Sports Direct,Northeast,Maryland,Baltimore,Mens Athletic Footwear,45,225,101250,35438,0.35,inStore
Sports Direct,Northeast,Maryland,Baltimore,Womens Street Footwear,40,125,50000,17500,0.35,inStore
Sports Direct,Northeast,Maryland,Baltimore,Womens Athletic Footwear,40,100,40000,14000,0.35,inStore
Sports Direct,Northeast,Maryland,Baltimore,Mens Apparel,50,100,50000,15000,0.3,inStore
Sports Direct,Northeast,Maryland,Baltimore,Womens Apparel,55,200,110000,33000,0.3,inStore
Sports Direct,Northeast,Maryland,Baltimore,Mens Street Footwear,55,375,206250,82500,0.4,inStore
Sports Direct,Northeast,Maryland,Baltimore,Mens Athletic Footwear,50,200,100000,35000,0.35,inStore
Sports Direct,Northeast,Maryland,Baltimore,Womens Street Footwear,50,100,50000,17500,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Athletic Footwear,50,75,37500,13125,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Apparel,60,75,45000,13500,0.3,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Apparel,65,200,130000,39000,0.3,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Street Footwear,60,350,210000,84000,0.4,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Athletic Footwear,50,175,87500,30625,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Street Footwear,50,170,85000,29750,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Athletic Footwear,50,150,75000,26250,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Apparel,60,125,75000,22500,0.3,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Apparel,65,225,146250,43875,0.3,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Street Footwear,60,450,270000,108000,0.4,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Athletic Footwear,50,250,125000,43750,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Street Footwear,50,225,112500,39375,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Athletic Footwear,50,175,87500,30625,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Apparel,60,175,105000,31500,0.3,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Apparel,65,275,178750,53625,0.3,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Street Footwear,40,525,210000,73500,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Athletic Footwear,40,325,130000,45500,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Street Footwear,30,325,97500,39000,0.4,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Athletic Footwear,35,175,61250,24500,0.4,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Apparel,50,225,112500,33750,0.3,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Apparel,40,325,130000,52000,0.4,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Street Footwear,40,575,230000,80500,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Mens Athletic Footwear,40,225,90000,31500,0.35,inStore
Foot Locker,Northeast,Maryland,Baltimore,Womens Street Footwear,30,275,82500,33000,0.4,inStore
